,category,dayofweek,descript,pddistrict,resolution,time,x,y,report_month,report_day
198,LARCENY/THEFT,Sunday,PETTY THEFT BICYCLE,SOUTHERN,non_processed,750,-122.399802145807,37.7880065324163,9,7
199,ASSAULT,Friday,THREATS AGAINST LIFE,PARK,non_processed,810,-122.435143522484,37.774428639349395,9,26
200,NON-CRIMINAL,Saturday,FOUND PROPERTY,PARK,non_processed,10,-122.447497699732,37.7727905081995,6,28
201,ASSAULT,Wednesday,BATTERY,BAYVIEW,non_processed,160,-122.39823951006599,37.7447493607742,8,27
202,OTHER OFFENSES,Friday,OBSCENE PHONE CALLS(S),RICHMOND,non_processed,984,-122.43720636813102,37.7929755833719,7,18
203,ASSAULT,Thursday,STALKING,TARAVAL,processed,720,-122.50913483919099,37.76119776776321,10,2
204,ASSAULT,Saturday,BATTERY,INGLESIDE,non_processed,123,-122.427563526157,37.7243840883489,9,6
205,BURGLARY,Thursday,"BURGLARY OF FLAT, ATTEMPTED FORCIBLE ENTRY",CENTRAL,non_processed,249,-122.406190368769,37.801323550401705,7,14
206,VANDALISM,Saturday,"MALICIOUS MISCHIEF, BREAKING WINDOWS",INGLESIDE,non_processed,159,-122.419374719759,37.746504037822,6,18
207,OTHER OFFENSES,Saturday,TRAFFIC VIOLATION,MISSION,processed,137,-122.41501468505501,37.7508363917485,7,23
208,VANDALISM,Monday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",SOUTHERN,non_processed,1320,-122.40340479147899,37.775420706711,7,4
209,BURGLARY,Saturday,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",CENTRAL,non_processed,127,-122.413400804085,37.797746409969704,8,13
210,LARCENY/THEFT,Thursday,GRAND THEFT FROM LOCKED AUTO,CENTRAL,non_processed,1380,-122.411702003172,37.787871877620894,7,7
211,LARCENY/THEFT,Monday,PETTY THEFT OF PROPERTY,MISSION,non_processed,900,-122.406539115148,37.7564864109309,8,29
212,VEHICLE THEFT,Saturday,"VEHICLE, RECOVERED, AUTO",TARAVAL,non_processed,1260,-122.46847594901101,37.716045671680604,6,18
213,DRUG/NARCOTIC,Sunday,POSSESSION OF BASE/ROCK COCAINE FOR SALE,TENDERLOIN,processed,1435,-122.413609328985,37.784696907904,9,25
214,DRUG/NARCOTIC,Monday,POSSESSION OF HEROIN,TENDERLOIN,processed,705,-122.41076876635,37.7832145189783,8,22
215,ASSAULT,Wednesday,THREATS AGAINST LIFE,BAYVIEW,non_processed,495,-122.39053347898898,37.7234376616614,9,7
216,BURGLARY,Friday,"BURGLARY OF STORE, FORCIBLE ENTRY",BAYVIEW,non_processed,150,-122.390136349844,37.7368036226976,9,2
217,VEHICLE THEFT,Friday,STOLEN AUTOMOBILE,MISSION,non_processed,1200,-122.43563003618999,37.7550735710854,7,29
218,LARCENY/THEFT,Saturday,GRAND THEFT BICYCLE,NORTHERN,non_processed,855,-122.416948565883,37.780468926825,8,13
219,NON-CRIMINAL,Tuesday,FOUND PROPERTY,SOUTHERN,non_processed,490,-122.40340479147899,37.775420706711,9,20
220,OTHER OFFENSES,Thursday,PROBATION VIOLATION,TENDERLOIN,processed,31,-122.413869632561,37.781862188279206,7,21
221,LARCENY/THEFT,Wednesday,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,non_processed,720,-122.40340479147899,37.775420706711,8,17
222,BURGLARY,Wednesday,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",PARK,non_processed,525,-122.434458952027,37.7749467149799,7,27
223,ASSAULT,Monday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,TARAVAL,non_processed,730,-122.449918138147,37.7166111509064,6,20
224,VANDALISM,Thursday,"MALICIOUS MISCHIEF, VANDALISM",SOUTHERN,non_processed,1377,-122.365565425353,37.8096707013239,9,8
225,LARCENY/THEFT,Friday,PETTY THEFT SHOPLIFTING,CENTRAL,processed,1120,-122.416825708582,37.804573382234395,7,1
226,NON-CRIMINAL,Saturday,LOST PROPERTY,CENTRAL,non_processed,750,-122.406657102445,37.7960239575758,8,27
227,VEHICLE THEFT,Tuesday,"VEHICLE, RECOVERED, AUTO",INGLESIDE,non_processed,810,-122.452619318946,37.7116873915892,6,28
228,LARCENY/THEFT,Monday,PETTY THEFT OF PROPERTY,CENTRAL,non_processed,990,-122.41742346241999,37.8075434625252,7,18
229,ASSAULT,Monday,BATTERY,SOUTHERN,non_processed,600,-122.39658941914301,37.780652280152296,8,15
230,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,non_processed,1320,-122.396934740624,37.787746846379704,7,8
231,NON-CRIMINAL,Friday,"AIDED CASE, INJURED PERSON",CENTRAL,non_processed,1220,-122.41603203517599,37.8038095556425,9,23
232,FORGERY/COUNTERFEITING,Tuesday,"FORGERY, DRIVERS LICENSE OR ID-CARD",NORTHERN,processed,810,-122.42139581912201,37.7856843389243,8,2
233,OTHER OFFENSES,Thursday,TRAFFIC VIOLATION,TARAVAL,non_processed,524,-122.455972451306,37.711872923083796,8,11
234,BURGLARY,Friday,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",MISSION,non_processed,480,-122.428322448359,37.754917743624894,9,16
235,ROBBERY,Friday,"ROBBERY ON THE STREET, STRONGARM",INGLESIDE,non_processed,1270,-122.43362342171999,37.726235830504706,6,24
236,"SEX OFFENSES, FORCIBLE",Friday,CHILD ABUSE SEXUAL,SOUTHERN,non_processed,1,-122.40340479147899,37.775420706711,7,1
237,LARCENY/THEFT,Wednesday,"LOST PROPERTY, GRAND THEFT",CENTRAL,non_processed,60,-122.403344544792,37.7898368259498,8,31
238,VANDALISM,Saturday,"MALICIOUS MISCHIEF, VANDALISM",TARAVAL,non_processed,30,-122.502977955128,37.7633480390572,6,18
239,MISSING PERSON,Friday,MISSING JUVENILE,MISSION,processed,1185,-122.406604919508,37.7571580431915,7,22
240,ASSAULT,Saturday,THREATS AGAINST LIFE,TENDERLOIN,non_processed,525,-122.405895369887,37.786734218498296,7,2
241,LARCENY/THEFT,Saturday,GRAND THEFT FROM LOCKED AUTO,CENTRAL,non_processed,1005,-122.407904730529,37.7940589734792,8,20
242,WEAPON LAWS,Wednesday,POSSESSION OF AIR GUN,TARAVAL,processed,500,-122.470359608661,37.7460753397163,9,14
243,SUSPICIOUS OCC,Monday,SUSPICIOUS OCCURRENCE,NORTHERN,non_processed,780,-122.428087689719,37.7895820615822,8,8
244,OTHER OFFENSES,Monday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",BAYVIEW,processed,1270,-122.40508836744101,37.731238657106104,7,11
245,WARRANTS,Thursday,WARRANT ARREST,SOUTHERN,processed,1205,-122.40535937175301,37.7859774761625,9,22
246,LARCENY/THEFT,Sunday,PETTY THEFT OF PROPERTY,MISSION,non_processed,960,-122.418596727467,37.7538382048546,7,17
247,DRUG/NARCOTIC,Sunday,POSSESSION OF MARIJUANA,BAYVIEW,processed,827,-122.412054141237,37.7816136403158,8,21
248,NON-CRIMINAL,Monday,LOST PROPERTY,BAYVIEW,non_processed,870,-122.391522893085,37.7324323864785,6,27
249,OTHER OFFENSES,Thursday,INDECENT EXPOSURE,INGLESIDE,non_processed,885,-122.44514733830201,37.7214113471419,6,30
250,DRUG/NARCOTIC,Thursday,POSSESSION OF HEROIN,TENDERLOIN,processed,823,-122.414056291898,37.7827931070777,6,16
251,DRUG/NARCOTIC,Monday,POSSESSION OF CONTROLLED SUBSTANCE,INGLESIDE,processed,924,-122.43650578552601,37.7426241877534,8,29
252,VEHICLE THEFT,Thursday,STOLEN AUTOMOBILE,NORTHERN,non_processed,1140,-122.428986294393,37.7940260810092,9,8
253,OTHER OFFENSES,Wednesday,MISCELLANEOUS STATE MISDEMEANOR,RICHMOND,processed,915,-122.47004359003,37.785483908139,8,17
254,BURGLARY,Thursday,"BURGLARY, FORCIBLE ENTRY",CENTRAL,non_processed,180,-122.40354422656,37.7969934198176,9,8
255,LARCENY/THEFT,Tuesday,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,non_processed,1170,-122.40340479147899,37.775420706711,8,2
256,DRUG/NARCOTIC,Wednesday,POSSESSION OF MARIJUANA,MISSION,processed,1106,-122.41952036788601,37.764228935718,7,20
257,SUSPICIOUS OCC,Monday,SUSPICIOUS OCCURRENCE,INGLESIDE,non_processed,648,-122.43229006485399,37.7224064713036,9,19
258,LIQUOR LAWS,Sunday,CONSUMING ALCOHOL IN PUBLIC VIEW,MISSION,processed,8,-122.407745321325,37.7529342790976,8,7
259,VEHICLE THEFT,Sunday,STOLEN TRUCK,BAYVIEW,non_processed,1140,-122.393696918834,37.7356272735926,8,21
260,NON-CRIMINAL,Sunday,LOST PROPERTY,RICHMOND,non_processed,960,-122.46620466789301,37.7725405391593,6,26
261,OTHER OFFENSES,Saturday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",MISSION,processed,210,-122.417647884713,37.766805384295004,9,17
262,FORGERY/COUNTERFEITING,Wednesday,"CHECKS, MAKE OR PASS FICTITIOUS",BAYVIEW,non_processed,1125,-122.402128140792,37.7239064497883,8,10
263,LARCENY/THEFT,Wednesday,PETTY THEFT FROM A BUILDING,NORTHERN,non_processed,1080,-122.428969462908,37.7856179045546,8,17
264,LARCENY/THEFT,Monday,GRAND THEFT OF PROPERTY,NORTHERN,non_processed,945,-122.442038694776,37.800136284787996,8,15
265,VEHICLE THEFT,Friday,"VEHICLE, RECOVERED, AUTO",BAYVIEW,non_processed,930,-122.39394566671301,37.7258103041961,6,24
266,OTHER OFFENSES,Saturday,OBSCENE PHONE CALLS(S),TENDERLOIN,non_processed,1140,-122.411747371924,37.785998832379796,9,24
267,DRUG/NARCOTIC,Tuesday,POSSESSION OF MARIJUANA FOR SALES,PARK,processed,700,-122.453512911126,37.7686969786551,8,2
268,LARCENY/THEFT,Monday,ATTEMPTED THEFT FROM LOCKED VEHICLE,SOUTHERN,non_processed,656,-122.417523396516,37.7738670346175,9,12
269,ROBBERY,Saturday,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,MISSION,processed,450,-122.41219918290301,37.7558320631428,8,27
270,WARRANTS,Saturday,WARRANT ARREST,INGLESIDE,processed,1100,-122.423946280374,37.7406453825591,8,20
271,LARCENY/THEFT,Friday,GRAND THEFT OF PROPERTY,TARAVAL,non_processed,480,-122.503421253413,37.739005017364995,8,15
272,TRESPASS,Friday,TRESPASSING,SOUTHERN,non_processed,1020,-122.36493749408001,37.8102044406285,11,28
273,OTHER OFFENSES,Friday,HABITUAL TRUANT,INGLESIDE,non_processed,690,-122.412457953057,37.7147347356846,12,19
274,NON-CRIMINAL,Wednesday,FOUND PROPERTY,NORTHERN,non_processed,840,-122.43120128897301,37.7758330025887,1,7
275,SUSPICIOUS OCC,Saturday,SUSPICIOUS OCCURRENCE,SOUTHERN,non_processed,753,-122.41284187186199,37.770188881149004,11,29
276,ASSAULT,Friday,BATTERY,RICHMOND,non_processed,1170,-122.465123877659,37.7849760635688,10,31
277,MISSING PERSON,Monday,FOUND PERSON,CENTRAL,processed,510,-122.412141930279,37.790407393713004,12,8
278,MISSING PERSON,Saturday,MISSING JUVENILE,BAYVIEW,processed,780,-122.387897392339,37.72950441589521,10,4
279,NON-CRIMINAL,Tuesday,FOUND PROPERTY,BAYVIEW,non_processed,1345,-122.390521939597,37.737543983901,11,11
280,VEHICLE THEFT,Monday,STOLEN MOTORCYCLE,RICHMOND,non_processed,1380,-122.506300646565,37.7809929712213,11,24
281,ASSAULT,Monday,BATTERY,MISSION,non_processed,975,-122.41096266476299,37.7526849196185,1,26
282,VEHICLE THEFT,Monday,STOLEN AUTOMOBILE,MISSION,non_processed,1215,-122.423384534662,37.7639469937934,10,27
283,RUNAWAY,Tuesday,RUNAWAY,PARK,non_processed,1200,-122.44139370111401,37.771727314177106,12,2
284,LARCENY/THEFT,Friday,GRAND THEFT FROM A BUILDING,CENTRAL,non_processed,1320,-122.41619920450199,37.7891587712961,7,29
285,DRUG/NARCOTIC,Monday,POSSESSION OF BASE/ROCK COCAINE FOR SALE,MISSION,processed,925,-122.41965834371,37.7642205603745,8,1
286,VANDALISM,Saturday,"MALICIOUS MISCHIEF, GRAFFITI",RICHMOND,processed,65,-122.470159914578,37.7741282808891,8,20
287,LARCENY/THEFT,Monday,PETTY THEFT SHOPLIFTING,NORTHERN,non_processed,1000,-122.43254428059099,37.7828388666355,6,27
288,LARCENY/THEFT,Monday,PETTY THEFT SHOPLIFTING,TARAVAL,non_processed,655,-122.468105304613,37.71096391463939,7,11
289,FRAUD,Monday,FRAUDULENT USE OF AUTOMATED TELLER CARD,SOUTHERN,processed,600,-122.40232147638001,37.78203871461721,6,13
290,DRUG/NARCOTIC,Wednesday,POSSESSION OF NARCOTICS PARAPHERNALIA,TENDERLOIN,processed,767,-122.41076876635,37.7832145189783,8,3
291,LARCENY/THEFT,Tuesday,GRAND THEFT FROM LOCKED AUTO,CENTRAL,non_processed,1050,-122.419616109678,37.801994243782,7,19
292,FORGERY/COUNTERFEITING,Saturday,"CHECKS, FORGERY (FELONY)",MISSION,non_processed,840,-122.41905886810301,37.7594227506297,7,16
293,NON-CRIMINAL,Monday,"DEATH REPORT, CAUSE UNKNOWN",SOUTHERN,non_processed,810,-122.421594519119,37.770767417146395,7,4
294,NON-CRIMINAL,Saturday,LOST PROPERTY,NORTHERN,non_processed,960,-122.416293820942,37.7774936777121,9,10
295,ROBBERY,Tuesday,"ROBBERY ON THE STREET, STRONGARM",NORTHERN,processed,1086,-122.434920174886,37.7858752022057,6,28
296,LARCENY/THEFT,Wednesday,GRAND THEFT OF PROPERTY,SOUTHERN,non_processed,900,-122.40340479147899,37.775420706711,8,3
297,NON-CRIMINAL,Thursday,LOST PROPERTY,CENTRAL,non_processed,1350,-122.40901700762,37.7994880717404,9,1
298,VEHICLE THEFT,Wednesday,"VEHICLE, RECOVERED, AUTO",RICHMOND,non_processed,1200,-122.483005687483,37.785831663897795,8,10
299,NON-CRIMINAL,Sunday,LOST PROPERTY,MISSION,non_processed,930,-122.409529913278,37.7657184395282,9,4
300,LARCENY/THEFT,Wednesday,PETTY THEFT WITH PRIOR,SOUTHERN,processed,1284,-122.40652098714399,37.7850629421661,8,31
301,LARCENY/THEFT,Friday,PETTY THEFT FROM LOCKED AUTO,MISSION,non_processed,1380,-122.412593383429,37.7604820180908,7,1
302,NON-CRIMINAL,Tuesday,FOUND PROPERTY,TARAVAL,non_processed,700,-122.48118317163001,37.7437268170337,8,16
303,LARCENY/THEFT,Wednesday,ATTEMPTED THEFT FROM A BUILDING,SOUTHERN,non_processed,1301,-122.419842305148,37.7748226184309,8,3
304,DRUG/NARCOTIC,Friday,POSSESSION OF COCAINE,SOUTHERN,processed,534,-122.410891754793,37.7809097652868,8,5
305,RUNAWAY,Friday,RUNAWAY,RICHMOND,processed,630,-122.488606513564,37.773286576608,9,9
306,NON-CRIMINAL,Tuesday,LOST PROPERTY,CENTRAL,non_processed,570,-122.403143342363,37.7946660680654,7,19
307,DRUG/NARCOTIC,Tuesday,SALE OF COCAINE,TENDERLOIN,processed,853,-122.41076876635,37.7832145189783,6,21
308,OTHER OFFENSES,Thursday,VIOLATION OF MUNICIPAL POLICE CODE,MISSION,processed,1118,-122.41940804567699,37.7513609637505,7,21
309,LARCENY/THEFT,Saturday,GRAND THEFT FROM LOCKED AUTO,BAYVIEW,non_processed,1080,-122.39016481873101,37.7316630694594,12,31
310,OTHER OFFENSES,Tuesday,PROBATION VIOLATION,TENDERLOIN,processed,8,-122.413237516676,37.78284302332129,9,20
311,OTHER OFFENSES,Monday,MISCELLANEOUS INVESTIGATION,NORTHERN,non_processed,1120,-122.425446406549,37.7887633368557,9,12
312,BURGLARY,Saturday,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",CENTRAL,non_processed,960,-122.411418422314,37.8035165217078,7,30
313,LARCENY/THEFT,Thursday,GRAND THEFT FROM LOCKED AUTO,CENTRAL,non_processed,1110,-122.40334021406,37.795991887377795,6,2
314,ASSAULT,Saturday,BATTERY,RICHMOND,non_processed,660,-122.506682899526,37.7724600338311,6,25
315,LARCENY/THEFT,Wednesday,GRAND THEFT FROM LOCKED AUTO,BAYVIEW,non_processed,1230,-122.38986024392099,37.763606875102504,6,29
316,VEHICLE THEFT,Sunday,STOLEN TRUCK,NORTHERN,non_processed,273,-122.43109805193701,37.779617141304,8,21
317,OTHER OFFENSES,Tuesday,OBSCENE PHONE CALLS(S),MISSION,non_processed,1,-122.432198022433,37.7651107322703,9,13
318,LARCENY/THEFT,Thursday,PETTY THEFT OF PROPERTY,CENTRAL,non_processed,780,-122.408431861057,37.7887772719153,6,16
319,NON-CRIMINAL,Thursday,LOST PROPERTY,INGLESIDE,non_processed,900,-122.44660721492399,37.720723126911395,9,15
320,BURGLARY,Tuesday,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",PARK,non_processed,1020,-122.43294024481001,37.7718450016424,6,28
321,LARCENY/THEFT,Monday,PETTY THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1065,-122.44782144663401,37.8016306397844,7,18
322,FORGERY/COUNTERFEITING,Wednesday,"CHECKS, FORGERY (FELONY)",CENTRAL,non_processed,1,-122.417368206741,37.790509415159505,4,20
323,LARCENY/THEFT,Thursday,GRAND THEFT SHOPLIFTING,TENDERLOIN,non_processed,705,-122.407707096397,37.785103454566105,8,11
324,VANDALISM,Monday,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",BAYVIEW,non_processed,540,-122.394816331731,37.7549810898718,7,18
325,FRAUD,Saturday,"FORGERY, CREDIT CARD",MISSION,processed,900,-122.41875384815201,37.756225011974394,7,30
326,WARRANTS,Sunday,WARRANT ARREST,BAYVIEW,processed,546,-122.39041695551701,37.7355926106176,7,3
327,ASSAULT,Sunday,BATTERY,SOUTHERN,non_processed,840,-122.411343205591,37.772587665974896,8,14
328,LARCENY/THEFT,Saturday,PETTY THEFT OF PROPERTY,SOUTHERN,non_processed,780,-122.365565425353,37.8096707013239,8,27
329,VANDALISM,Monday,"MALICIOUS MISCHIEF, VANDALISM",TENDERLOIN,non_processed,1250,-122.41379841586901,37.7856297942374,7,18
330,BURGLARY,Wednesday,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",NORTHERN,non_processed,1,-122.42013210843001,37.7803430365381,7,6
331,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,non_processed,1140,-122.397713226445,37.777469666239796,8,5
332,FORGERY/COUNTERFEITING,Wednesday,"CHECKS, MAKE OR PASS FICTITIOUS",CENTRAL,processed,777,-122.40133788398501,37.7937569001579,9,21
333,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,NORTHERN,non_processed,1020,-122.428402515942,37.803727031576,8,19
334,VEHICLE THEFT,Sunday,STOLEN AUTOMOBILE,SOUTHERN,non_processed,5,-122.39205537080099,37.7867658932529,9,18
335,VEHICLE THEFT,Friday,"VEHICLE, RECOVERED, AUTO",CENTRAL,non_processed,630,-122.41197926143299,37.8063092771494,7,29
336,LARCENY/THEFT,Monday,PETTY THEFT OF PROPERTY,SOUTHERN,non_processed,540,-122.40059325966801,37.7876024687437,6,27
337,BURGLARY,Monday,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",SOUTHERN,non_processed,674,-122.418299619441,37.7715376281605,8,8
338,VANDALISM,Saturday,"MALICIOUS MISCHIEF, VANDALISM",MISSION,non_processed,525,-122.40759272610201,37.7552880312075,8,6
339,WEAPON LAWS,Thursday,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,BAYVIEW,processed,788,-122.39624212079201,37.7213661801557,9,22
340,VEHICLE THEFT,Wednesday,RECOVERED VEHICLE - STOLEN OUTSIDE SF,MISSION,non_processed,1162,-122.426955631709,37.769247063207004,6,15
341,LARCENY/THEFT,Thursday,GRAND THEFT FROM LOCKED AUTO,TARAVAL,non_processed,1200,-122.465322776373,37.7309686954027,9,1
342,ROBBERY,Wednesday,"ROBBERY ON THE STREET, STRONGARM",MISSION,non_processed,1380,-122.430882581828,37.7643725577021,8,17
343,BURGLARY,Monday,"BURGLARY OF FLAT, FORCIBLE ENTRY",PARK,non_processed,570,-122.436592321946,37.7731833318632,6,27
344,ASSAULT,Thursday,AGGRAVATED ASSAULT WITH BODILY FORCE,INGLESIDE,processed,1332,-122.444264164827,37.7122438190395,9,15
345,OTHER OFFENSES,Friday,TRAFFIC VIOLATION,NORTHERN,processed,570,-122.42340460407,37.7873381901303,7,8
346,VEHICLE THEFT,Wednesday,STOLEN TRUCK,PARK,non_processed,750,-122.43725206980899,37.7717213027751,7,6
347,OTHER OFFENSES,Tuesday,PAROLE VIOLATION,CENTRAL,processed,795,-122.41662941490699,37.8080574789267,8,30
348,NON-CRIMINAL,Tuesday,AIDED CASE,NORTHERN,non_processed,1245,-122.430797034916,37.773505845856796,6,21
349,FORGERY/COUNTERFEITING,Wednesday,"FORGERY, DRIVERS LICENSE OR ID-CARD",SOUTHERN,processed,720,-122.40669059226101,37.7852071918419,8,10
350,GAMBLING,Tuesday,POSSESSION OF GAMBLING PARAPHERNALIA,MISSION,non_processed,660,-122.418279075012,37.7498209864471,9,13
351,VEHICLE THEFT,Tuesday,STOLEN TRUCK,INGLESIDE,non_processed,420,-122.435682711765,37.7275173689962,6,14
352,OTHER OFFENSES,Saturday,POSSESSION OF BURGLARY TOOLS,CENTRAL,processed,1200,-122.408322788185,37.794062555710504,7,16
353,LARCENY/THEFT,Friday,GRAND THEFT FROM A BUILDING,SOUTHERN,non_processed,990,-122.400218868349,37.7877523788601,6,24
354,DRUG/NARCOTIC,Sunday,POSSESSION OF MARIJUANA FOR SALES,TARAVAL,processed,622,-122.472072620471,37.755238212322,9,25
355,OTHER OFFENSES,Monday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",SOUTHERN,processed,438,-122.40427017949301,37.7844788538516,8,8
356,DRUG/NARCOTIC,Wednesday,POSSESSION OF AMPHETAMINE FOR SALES,INGLESIDE,non_processed,630,-122.43570998312401,37.7443688410754,6,15
357,ROBBERY,Thursday,"ROBBERY ON THE STREET, STRONGARM",BAYVIEW,non_processed,480,-122.395285364874,37.7303641478199,9,15
358,LARCENY/THEFT,Monday,GRAND THEFT SHOPLIFTING,SOUTHERN,non_processed,820,-122.407633520742,37.7841893501425,9,19
359,OTHER OFFENSES,Thursday,PAROLE VIOLATION,TENDERLOIN,processed,825,-122.414242955914,37.7837240254249,8,18
360,ROBBERY,Sunday,ROBBERY ON THE STREET WITH A KNIFE,INGLESIDE,non_processed,990,-122.435311835455,37.7240050528471,7,17
361,RUNAWAY,Friday,RUNAWAY,TARAVAL,processed,615,-122.459007287896,37.717858450682,7,1
362,OTHER OFFENSES,Wednesday,INDECENT EXPOSURE,CENTRAL,processed,1035,-122.412439198419,37.7877227389961,8,10
363,LARCENY/THEFT,Thursday,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,non_processed,120,-122.412838157611,37.77728068833971,8,11
364,VEHICLE THEFT,Saturday,STOLEN MOTORCYCLE,PARK,non_processed,1260,-122.434135082799,37.774030093363,7,16
365,ROBBERY,Thursday,ROBBERY OF A BANK WITH A DANGEROUS WEAPON,CENTRAL,non_processed,763,-122.406673333441,37.796480345315,6,30
366,LARCENY/THEFT,Friday,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,non_processed,1290,-122.40079994791401,37.7799338672319,7,29
367,OTHER OFFENSES,Monday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",INGLESIDE,processed,1025,-122.42639101853001,37.7336749150424,8,15
368,SUSPICIOUS OCC,Wednesday,SUSPICIOUS OCCURRENCE,INGLESIDE,non_processed,840,-122.441018108862,37.71645868311371,6,15
369,ROBBERY,Saturday,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,SOUTHERN,processed,1055,-122.403030543296,37.787023270925204,9,17
370,DRUG/NARCOTIC,Wednesday,POSSESSION OF MARIJUANA FOR SALES,MISSION,non_processed,590,-122.41907786565399,37.7675080444155,6,22
371,VEHICLE THEFT,Wednesday,"VEHICLE, RECOVERED, AUTO",BAYVIEW,non_processed,1140,-122.40087190605101,37.7571854885795,7,13
372,LARCENY/THEFT,Monday,GRAND THEFT FROM LOCKED AUTO,MISSION,non_processed,900,-122.420832650303,37.7479994493226,7,18
373,ASSAULT,Sunday,THREATS AGAINST LIFE,RICHMOND,non_processed,1080,-122.466424377549,37.781871604650796,6,19
374,NON-CRIMINAL,Friday,LOST PROPERTY,NORTHERN,non_processed,960,-122.43315586900299,37.78126734681,6,10
375,ASSAULT,Monday,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,MISSION,non_processed,40,-122.421085159058,37.7572895293911,9,12
376,VEHICLE THEFT,Sunday,"VEHICLE, RECOVERED, AUTO",NORTHERN,non_processed,960,-122.432139317398,37.8012840767444,7,10
377,BURGLARY,Friday,"BURGLARY,BLDG. UNDER CONSTRUCTION, UNLAWFUL ENTRY",CENTRAL,non_processed,930,-122.405390147407,37.789230019798296,7,8
378,VANDALISM,Wednesday,"MALICIOUS MISCHIEF, VANDALISM",TARAVAL,non_processed,60,-122.49233052289,37.7360405290384,8,24
379,ASSAULT,Wednesday,BATTERY,TARAVAL,non_processed,1435,-122.48088699353201,37.7634510842957,7,13
380,OTHER OFFENSES,Friday,"DRIVERS LICENSE, SUSPENDED OR REVOKED",MISSION,processed,1085,-122.43403618213999,37.7632941952462,6,17
381,DISORDERLY CONDUCT,Saturday,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,MISSION,processed,400,-122.42145809837601,37.7657516964628,9,10
382,LARCENY/THEFT,Wednesday,GRAND THEFT BICYCLE,SOUTHERN,non_processed,690,-122.41371122073,37.7796660426062,8,31
